"EventProcessedUtcTime","PartitionId","EventEnqueuedUtcTime","metadata_deviceType","metadata_studentId","metadata_uid","telemetry_temperature","telemetry_pressure","telemetry_humidity","telemetry_windSpeed","telemetry_windDirection","IoTHub_ConnectionDeviceId"
2019-07-04T15:42:07.4984395Z,1,2019-07-04T15:42:07.4220000Z,"WeatherStation","4C2C5A3B","8C0CBE248E3DFC16",20.5,1030.682373046875,93.699996948242188,9.3999958038330078,198,"cwf-mx-001"
2019-07-04T15:42:37.9532069Z,1,2019-07-04T15:42:37.8570000Z,"WeatherStation","4C2C5A3B","018E8E22BE8C5E5C",21.600000381469727,1030.681640625,97.5999984741211,14.999990463256836,195,"cwf-mx-001"
2019-07-04T15:43:08.8985422Z,1,2019-07-04T15:43:08.8680000Z,"WeatherStation","4C2C5A3B","E35B78BB6E26DF5E",22.299999237060547,1030.68994140625,89.5,16.599990844726563,195,"cwf-mx-001"
2019-07-04T15:43:39.3747829Z,1,2019-07-04T15:43:39.2860000Z,"WeatherStation","4C2C5A3B","4DD2722027693531",22,1030.701416015625,89.0999984741211,21.200008392333984,196,"cwf-mx-001"
2019-07-04T15:43:59.6250476Z,1,2019-07-04T15:43:59.5650000Z,"WeatherStation","4C2C5A3B","C5351574BDB6FAFD",21.5,1030.736328125,88.800003051757813,21.200008392333984,188,"cwf-mx-001"
2019-07-04T15:44:09.9133457Z,1,2019-07-04T15:44:09.8000000Z,"WeatherStation","4C2C5A3B","E8BB944C6FB89A17",21.299999237060547,1030.68701171875,89.300003051757813,21.200008392333984,205,"cwf-mx-001"
2019-07-04T15:44:19.9840650Z,1,2019-07-04T15:44:19.9120000Z,"WeatherStation","4C2C5A3B","14E1B284E1ED69EB",21.100000381469727,1030.7373046875,89.800003051757813,21.000007629394531,194,"cwf-mx-001"
2019-07-04T15:44:30.0567956Z,1,2019-07-04T15:44:30.0220000Z,"WeatherStation","4C2C5A3B","6D325AFD21C56EE2",20.799999237060547,1030.699462890625,90.4000015258789,16.599990844726563,190,"cwf-mx-001"
2019-07-04T15:44:40.2324205Z,1,2019-07-04T15:44:40.1530000Z,"WeatherStation","4C2C5A3B","56C83B3B81916D3F",20.600000381469727,1030.678955078125,91.300003051757813,16.599990844726563,191,"cwf-mx-001"
2019-07-04T15:45:00.7957341Z,1,2019-07-04T15:45:00.7370000Z,"WeatherStation","4C2C5A3B","F27C934FB1BFE988",20.5,1030.693115234375,93.0999984741211,16.599990844726563,198,"cwf-mx-001"
2019-07-04T15:45:21.1684676Z,1,2019-07-04T15:45:21.0490000Z,"WeatherStation","4C2C5A3B","0AB9A3A5F51EC093",21.200000762939453,1030.711669921875,95.9000015258789,21.600009918212891,215,"cwf-mx-001"
2019-07-04T15:45:41.7972997Z,1,2019-07-04T15:45:41.6970000Z,"WeatherStation","4C2C5A3B","CD0EDA18EB538D5B",22.5,1030.71240234375,92.300003051757813,27.600032806396484,197,"cwf-mx-001"
2019-07-04T15:45:52.6243102Z,1,2019-07-04T15:45:52.5520000Z,"WeatherStation","4C2C5A3B","07B2CB524B8E8A19",22.899999618530273,1030.652099609375,92,26.800029754638672,204,"cwf-mx-001"
2019-07-04T15:46:02.8224035Z,1,2019-07-04T15:46:02.7770000Z,"WeatherStation","4C2C5A3B","AEA14863F2CB58D3",22.799999237060547,1030.68408203125,90.9000015258789,17.999996185302734,197,"cwf-mx-001"
2019-07-04T15:46:13.4424311Z,1,2019-07-04T15:46:13.3960000Z,"WeatherStation","4C2C5A3B","A939AC3BC817BC6E",22.399999618530273,1030.6806640625,89.699996948242188,17.999996185302734,200,"cwf-mx-001"
2019-07-04T15:46:33.7160190Z,1,2019-07-04T15:46:33.6980000Z,"WeatherStation","4C2C5A3B","0D36F0C9D1CD2D0B",21.799999237060547,1030.653564453125,89.0999984741211,14.7999906539917,197,"cwf-mx-001"
2019-07-04T15:46:54.1701359Z,1,2019-07-04T15:46:54.0760000Z,"WeatherStation","4C2C5A3B","4769E7A629FBCEC9",21.5,1030.65185546875,89.699996948242188,14.7999906539917,197,"cwf-mx-001"
2019-07-04T15:47:24.3866803Z,1,2019-07-04T15:47:24.3240000Z,"WeatherStation","4C2C5A3B","D2EEA98A82717100",21.399999618530273,1030.686767578125,91.699996948242188,19.600002288818359,197,"cwf-mx-001"
2019-07-04T15:47:54.7184258Z,1,2019-07-04T15:47:54.6680000Z,"WeatherStation","4C2C5A3B","C9E0FD68191C4F88",21.100000381469727,1030.600341796875,92.300003051757813,22.000011444091797,196,"cwf-mx-001"
2019-07-04T15:48:14.9525702Z,1,2019-07-04T15:48:14.8780000Z,"WeatherStation","4C2C5A3B","BE8BDAE7A0EB93AD",21,1030.618896484375,92.699996948242188,22.000011444091797,196,"cwf-mx-001"
2019-07-04T15:48:25.4470960Z,1,2019-07-04T15:48:25.3800000Z,"WeatherStation","4C2C5A3B","E358006ED6F52EA8",21.100000381469727,1030.6328125,93.300003051757813,12.799992561340332,204,"cwf-mx-001"
2019-07-04T15:48:35.9619256Z,1,2019-07-04T15:48:35.8390000Z,"WeatherStation","4C2C5A3B","9BC7F81D44F6C416",21,1030.66064453125,93.300003051757813,10.199995040893555,106,"cwf-mx-001"
2019-07-04T15:49:06.4159325Z,1,2019-07-04T15:49:06.3660000Z,"WeatherStation","4C2C5A3B","CE24F38084189B88",23,1030.6669921875,95.300003051757813,6.5999984741210938,174,"cwf-mx-001"
2019-07-04T15:49:36.7024202Z,1,2019-07-04T15:49:36.6340000Z,"WeatherStation","4C2C5A3B","095740A2A700FB94",20.5,1030.637939453125,91.699996948242188,6.5999984741210938,164,"cwf-mx-001"
2019-07-04T15:50:07.1163500Z,1,2019-07-04T15:50:07.0240000Z,"WeatherStation","4C2C5A3B","70E786DE72097448",19.700000762939453,1030.613037109375,95.4000015258789,6.5999984741210938,161,"cwf-mx-001"
2019-07-04T15:50:37.9686441Z,1,2019-07-04T15:50:37.8300000Z,"WeatherStation","4C2C5A3B","ABF86334C05BF612",19.5,1030.60107421875,98.300003051757813,6.5999984741210938,161,"cwf-mx-001"
2019-07-04T15:51:08.8577847Z,1,2019-07-04T15:51:08.7820000Z,"WeatherStation","4C2C5A3B","E3109F2E0DE9F5A1",19.100000381469727,1030.640380859375,100,6.5999984741210938,161,"cwf-mx-001"
2019-07-04T15:51:39.0981321Z,1,2019-07-04T15:51:39.0180000Z,"WeatherStation","4C2C5A3B","2951E9F038544C70",21.100000381469727,1030.626708984375,100,17.799995422363281,194,"cwf-mx-001"
2019-07-04T15:52:10.5860599Z,1,2019-07-04T15:52:10.5410000Z,"WeatherStation","4C2C5A3B","1396F9C41663D5BD",22.5,1030.645751953125,97.300003051757813,22.000011444091797,164,"cwf-mx-001"
2019-07-04T15:52:30.8467554Z,1,2019-07-04T15:52:30.7900000Z,"WeatherStation","4C2C5A3B","D3082A3C5CA19AAB",22.200000762939453,1030.609619140625,94,22.000011444091797,169,"cwf-mx-001"
2019-07-04T15:52:41.1351294Z,1,2019-07-04T15:52:41.0040000Z,"WeatherStation","4C2C5A3B","8AD0C6E0B2A67DA5",22.200000762939453,1030.59033203125,93,12.799992561340332,179,"cwf-mx-001"
2019-07-04T15:52:53.0572214Z,1,2019-07-04T15:52:53.0380000Z,"WeatherStation","4C2C5A3B","19A077E76236D19A",21.899999618530273,1030.59423828125,91.699996948242188,12.799992561340332,248,"cwf-mx-001"
2019-07-04T15:53:23.5107639Z,1,2019-07-04T15:53:23.4110000Z,"WeatherStation","4C2C5A3B","5D7774DA8EDC5437",28.100000381469727,1030.621337890625,83.699996948242188,16.599990844726563,165,"cwf-mx-001"
2019-07-04T15:53:54.2902863Z,1,2019-07-04T15:53:54.2490000Z,"WeatherStation","4C2C5A3B","054F3844D9B7F308",30,1030.697998046875,75.199996948242188,21.400009155273438,198,"cwf-mx-001"
2019-07-04T15:54:14.6591846Z,1,2019-07-04T15:54:14.5570000Z,"WeatherStation","4C2C5A3B","C0234A60C775860F",28.399999618530273,1030.68994140625,67.9000015258789,21.400009155273438,171,"cwf-mx-001"
2019-07-04T15:54:25.0660492Z,1,2019-07-04T15:54:24.9670000Z,"WeatherStation","4C2C5A3B","0BA4802A5C2DB95F",27.700000762939453,1030.64892578125,67.0999984741211,21.400009155273438,170,"cwf-mx-001"
2019-07-04T15:54:35.1476101Z,1,2019-07-04T15:54:35.0880000Z,"WeatherStation","4C2C5A3B","69D0AE1B0A453007",27,1030.646240234375,66.9000015258789,21.400009155273438,168,"cwf-mx-001"
2019-07-04T15:54:45.4502267Z,1,2019-07-04T15:54:45.4060000Z,"WeatherStation","4C2C5A3B","AC80FB23D3884181",26.700000762939453,1030.6650390625,67.4000015258789,18.599998474121094,171,"cwf-mx-001"
2019-07-04T15:54:55.6310406Z,1,2019-07-04T15:54:55.5320000Z,"WeatherStation","4C2C5A3B","2D4A91054703E994",26.399999618530273,1030.666748046875,69.699996948242188,12.399992942810059,168,"cwf-mx-001"
2019-07-04T15:55:15.8011924Z,1,2019-07-04T15:55:15.7230000Z,"WeatherStation","4C2C5A3B","D145FC36908B3FD4",25.299999237060547,1030.654052734375,69.5,17.199993133544922,168,"cwf-mx-001"
2019-07-04T15:55:46.0472944Z,1,2019-07-04T15:55:45.9660000Z,"WeatherStation","4C2C5A3B","3F2C5005BA454588",29,1030.646484375,74.199996948242188,28.000034332275391,210,"cwf-mx-001"
2019-07-04T15:56:06.6133793Z,1,2019-07-04T15:56:06.5650000Z,"WeatherStation","4C2C5A3B","897FBEB1FF98B974",30.100000381469727,1030.663330078125,69,28.000034332275391,212,"cwf-mx-001"
2019-07-04T15:56:16.7122434Z,1,2019-07-04T15:56:16.6760000Z,"WeatherStation","4C2C5A3B","5162284B4E00B7F1",30.5,1030.6884765625,67.300003051757813,28.000034332275391,209,"cwf-mx-001"
2019-07-04T15:56:27.0222151Z,1,2019-07-04T15:56:26.9120000Z,"WeatherStation","4C2C5A3B","92924A8F213BF47B",30.799999237060547,1030.667724609375,66,28.000034332275391,207,"cwf-mx-001"
2019-07-04T15:56:37.6314311Z,1,2019-07-04T15:56:37.5410000Z,"WeatherStation","4C2C5A3B","BD6164D7719D1D77",31.100000381469727,1030.677001953125,65,21.000007629394531,213,"cwf-mx-001"
2019-07-04T15:56:47.7318601Z,1,2019-07-04T15:56:47.6510000Z,"WeatherStation","4C2C5A3B","DF0CA742846352BC",31.399999618530273,1030.68505859375,65.9000015258789,11.999993324279785,206,"cwf-mx-001"
2019-07-04T15:56:57.9241081Z,1,2019-07-04T15:56:57.8780000Z,"WeatherStation","4C2C5A3B","9CDF31F0A2ECB790",31.799999237060547,1030.716064453125,65.9000015258789,2.200000524520874,213,"cwf-mx-001"
2019-07-04T15:57:28.2703096Z,1,2019-07-04T15:57:28.2290000Z,"WeatherStation","4C2C5A3B","1F2A2D774EF60A49",33.299999237060547,1030.73486328125,62,10.999994277954102,242,"cwf-mx-001"
2019-07-04T15:57:59.8065938Z,1,2019-07-04T15:57:59.7050000Z,"WeatherStation","4C2C5A3B","B88FAF90EA372568",29.200000762939453,1030.67529296875,55.900001525878906,17.799995422363281,202,"cwf-mx-001"
2019-07-04T15:58:30.1311581Z,1,2019-07-04T15:58:30.0460000Z,"WeatherStation","4C2C5A3B","91C0CAABBE14446B",27.399999618530273,1030.7138671875,63,26.800029754638672,195,"cwf-mx-001"
2019-07-04T15:58:50.8270426Z,1,2019-07-04T15:58:50.7070000Z,"WeatherStation","4C2C5A3B","906430F09EE13681",26,1030.689208984375,62.900001525878906,26.800029754638672,200,"cwf-mx-001"
2019-07-04T15:59:00.9056162Z,1,2019-07-04T15:59:00.8650000Z,"WeatherStation","4C2C5A3B","F77FAA3804C9929C",25.5,1030.67333984375,63.700000762939453,22.800014495849609,201,"cwf-mx-001"
2019-07-04T15:59:11.4138294Z,1,2019-07-04T15:59:11.3830000Z,"WeatherStation","4C2C5A3B","06DAB0DBC61F9240",25.100000381469727,1030.659423828125,64.5999984741211,16.399990081787109,201,"cwf-mx-001"
2019-07-04T15:59:21.7072019Z,1,2019-07-04T15:59:21.6040000Z,"WeatherStation","4C2C5A3B","28D14F68E47B263C",24.799999237060547,1030.692138671875,65.199996948242188,16.399990081787109,203,"cwf-mx-001"
2019-07-04T15:59:42.5190141Z,1,2019-07-04T15:59:42.4110000Z,"WeatherStation","4C2C5A3B","6301D727DA5AF502",24.5,1030.634521484375,67.300003051757813,10.199995040893555,202,"cwf-mx-001"
2019-07-04T16:00:02.6485459Z,1,2019-07-04T16:00:02.5820000Z,"WeatherStation","4C2C5A3B","45ED971C835E4CDF",23.899999618530273,1030.60400390625,69.4000015258789,21.600009918212891,197,"cwf-mx-001"
2019-07-04T16:00:32.9875988Z,1,2019-07-04T16:00:32.9510000Z,"WeatherStation","4C2C5A3B","4762DE189762CF99",23.700000762939453,1030.662109375,71.5999984741211,15.599989891052246,195,"cwf-mx-001"
2019-07-04T16:00:43.1429001Z,1,2019-07-04T16:00:43.0650000Z,"WeatherStation","4C2C5A3B","3B1A443721B584B8",24.700000762939453,1030.664794921875,73.9000015258789,12.199993133544922,216,"cwf-mx-001"
2019-07-04T16:01:03.2704056Z,1,2019-07-04T16:01:03.2480000Z,"WeatherStation","4C2C5A3B","70078EE3945304BB",22.5,1030.665771484375,72.5999984741211,12.199993133544922,140,"cwf-mx-001"
